38.211.68.0/24,CO,Cauca,Popayán,190001
38.211.69.0/24,CO,Cauca,Popayán,190001
38.211.70.0/24,CO,Cauca,Popayán,190001
38.211.71.0/24,CO,Cauca,Popayán,190001
